uniq_isos	iso_ensts	iso_ensgs	iso_ensgvs	iso_gnames	iso_descs	filtered	regulator
LOC645431	LOC645431	unmapped-none	LOC645431	LOC645431	gene	0	0
LOC645434	LOC645434	unmapped-none	LOC645434	LOC645434	gene	0	0
LOC645513	LOC645513	ENSG00000245958	LOC645513	LOC645513	gene	0	0
LOC645591	LOC645591	unmapped-none	LOC645591	LOC645591	gene	0	0
LOC645638	LOC645638	unmapped-none	LOC645638	LOC645638	gene	0	0
LOC645676	LOC645676	unmapped-none	LOC645676	LOC645676	gene	0	0
LOC645752	LOC645752	unmapped-none	LOC645752	LOC645752	gene	0	0
LOC645949	LOC645949	unmapped-none	LOC645949	LOC645949	gene	0	0
LOC646168	LOC646168	unmapped-none	LOC646168	LOC646168	gene	0	0
LOC646214	LOC646214	unmapped-none	LOC646214	LOC646214	gene	0	0
LOC646268	LOC646268	unmapped-none	LOC646268	LOC646268	gene	0	0
LOC646278	LOC646278	unmapped-none	LOC646278	LOC646278	gene	0	0
LOC646324	LOC646324	unmapped-none	LOC646324	LOC646324	gene	0	0
LOC646329	LOC646329	unmapped-none	LOC646329	LOC646329	gene	0	0
LOC646471	LOC646471	unmapped-none	LOC646471	LOC646471	gene	0	0
LOC646498	LOC646498	unmapped-none	LOC646498	LOC646498	gene	0	0
LOC646508	LOC646508	unmapped-none	LOC646508	LOC646508	gene	0	0
LOC646576	LOC646576	unmapped-none	LOC646576	LOC646576	gene	0	0
LOC646626	LOC646626	unmapped-none	LOC646626	LOC646626	gene	0	0
LOC646627	LOC646627	unmapped-none	LOC646627	LOC646627	gene	0	0
LOC646719	LOC646719	unmapped-none	LOC646719	LOC646719	gene	0	0
LOC646736	LOC646736	unmapped-none	LOC646736	LOC646736	gene	0	0
LOC646743	LOC646743	ENSG00000183292	LOC646743	LOC646743	gene	0	0
LOC646762	LOC646762	unmapped-none	LOC646762	LOC646762	gene	0	0
LOC646813	LOC646813	unmapped-none	LOC646813	LOC646813	gene	0	0
LOC646851	LOC646851	unmapped-none	LOC646851	LOC646851	gene	0	0
LOC646862	LOC646862	unmapped-none	LOC646862	LOC646862	gene	0	0
LOC646903	LOC646903	unmapped-none	LOC646903	LOC646903	gene	0	0
LOC646938	LOC646938	unmapped-none	LOC646938	LOC646938	gene	0	0
LOC646999	LOC646999	unmapped-none	LOC646999	LOC646999	gene	0	0
LOC647012	LOC647012	unmapped-none	LOC647012	LOC647012	gene	0	0
LOC647107	LOC647107	unmapped-none	LOC647107	LOC647107	gene	0	0
LOC647323	LOC647323	unmapped-none	LOC647323	LOC647323	gene	0	0
LOC647589	LOC647589	unmapped-none	LOC647589	LOC647589	gene	0	0
LOC647859	LOC647859	unmapped-none	LOC647859	LOC647859	gene	0	0
LOC647946	LOC647946	unmapped-none	LOC647946	LOC647946	gene	0	0
LOC647979	LOC647979	unmapped-none	LOC647979	LOC647979	gene	0	0
LOC648691	LOC648691	unmapped-none	LOC648691	LOC648691	gene	0	0
LOC648740	LOC648740	unmapped-none	LOC648740	LOC648740	gene	0	0
LOC648809	LOC648809	unmapped-none	LOC648809	LOC648809	gene	0	0
LOC648987	LOC648987	ENSG00000177738	LOC648987	LOC648987	gene	0	0
LOC649133	LOC649133	ENSG00000259541	LOC649133	LOC649133	gene	0	0
LOC649330	LOC649330	unmapped-none	LOC649330	LOC649330	gene	0	0
LOC649395	LOC649395	unmapped-none	LOC649395	LOC649395	gene	0	0
LOC650226	LOC650226	unmapped-none	LOC650226	LOC650226	gene	0	0
LOC650293	LOC650293	unmapped-none	LOC650293	LOC650293	gene	0	0
LOC650368	LOC650368	unmapped-none	LOC650368	LOC650368	gene	0	0
LOC650623	LOC650623	unmapped-none	LOC650623	LOC650623	gene	0	0
LOC652276	LOC652276	ENSG00000215154	LOC652276	LOC652276	gene	0	0
LOC653061	LOC653061	unmapped-none	LOC653061	LOC653061	gene	0	0
LOC653075	LOC653075	unmapped-none	LOC653075	LOC653075	gene	0	0
LOC653160	LOC653160	ENSG00000241014	LOC653160	LOC653160	gene	0	0
LOC653486	LOC653486	unmapped-none	LOC653486	LOC653486	gene	0	0
LOC653501	LOC653501	unmapped-none	LOC653501	LOC653501	gene	0	0
LOC653513	LOC653513	ENSG00000215861	LOC653513	LOC653513	gene	0	0
LOC653566	LOC653566	unmapped-none	LOC653566	LOC653566	gene	0	0
LOC653653	LOC653653	ENSG00000280852	LOC653653	LOC653653	gene	0	0
LOC653712	LOC653712	unmapped-none	LOC653712	LOC653712	gene	0	0
LOC653786	LOC653786	ENSG00000257838	LOC653786	LOC653786	gene	0	0
LOC654342	LOC654342	ENSG00000283196	LOC654342	LOC654342	gene	0	0
LOC654433	LOC654433	unmapped-none	LOC654433	LOC654433	gene	0	0
LOC678655	LOC678655	unmapped-none	LOC678655	LOC678655	gene	0	0
LOC723809	LOC723809	unmapped-none	LOC723809	LOC723809	gene	0	0
LOC727677	LOC727677	unmapped-none	LOC727677	LOC727677	gene	0	0
LOC727710	LOC727710	unmapped-none	LOC727710	LOC727710	gene	0	0
LOC727849	LOC727849	unmapped-none	LOC727849	LOC727849	gene	0	0
LOC727896	LOC727896	unmapped-none	LOC727896	LOC727896	gene	0	0
LOC727915	LOC727915	unmapped-none	LOC727915	LOC727915	gene	0	0
LOC727924	LOC727924	unmapped-none	LOC727924	LOC727924	gene	0	0
LOC727982	LOC727982	unmapped-none	LOC727982	LOC727982	gene	0	0
LOC728012	LOC728012	unmapped-none	LOC728012	LOC728012	gene	0	0
LOC728024	LOC728024	unmapped-none	LOC728024	LOC728024	gene	0	0
LOC728040	LOC728040	ENSG00000250436	LOC728040	LOC728040	gene	0	0
LOC728066	LOC728066	unmapped-none	LOC728066	LOC728066	gene	0	0
LOC728084	LOC728084	unmapped-none	LOC728084	LOC728084	gene	0	0
LOC728175	LOC728175	unmapped-none	LOC728175	LOC728175	gene	0	0
LOC728190	LOC728190	unmapped-none	LOC728190	LOC728190	gene	0	0
LOC728218	LOC728218	unmapped-none	LOC728218	LOC728218	gene	0	0
LOC728228	LOC728228	unmapped-none	LOC728228	LOC728228	gene	0	0
LOC728323	LOC728323	unmapped-none	LOC728323	LOC728323	gene	0	0
LOC728342	LOC728342	unmapped-none	LOC728342	LOC728342	gene	0	0
LOC728369	LOC728369	unmapped-none	LOC728369	LOC728369	gene	0	0
LOC728373	LOC728373	unmapped-none	LOC728373	LOC728373	gene	0	0
LOC728377	LOC728377	unmapped-none	LOC728377	LOC728377	gene	0	0
LOC728379	LOC728379	unmapped-none	LOC728379	LOC728379	gene	0	0
LOC728392	LOC728392	unmapped-none	LOC728392	LOC728392	gene	0	0
LOC728393	LOC728393	unmapped-none	LOC728393	LOC728393	gene	0	0
LOC728400	LOC728400	unmapped-none	LOC728400	LOC728400	gene	0	0
LOC728405	LOC728405	unmapped-none	LOC728405	LOC728405	gene	0	0
LOC728407	LOC728407	unmapped-none	LOC728407	LOC728407	gene	0	0
LOC728431	LOC728431	unmapped-none	LOC728431	LOC728431	gene	0	0
LOC728437	LOC728437	unmapped-none	LOC728437	LOC728437	gene	0	0
LOC728463	LOC728463	unmapped-none	LOC728463	LOC728463	gene	0	0
LOC728537	LOC728537	unmapped-none	LOC728537	LOC728537	gene	0	0
LOC728554	LOC728554	unmapped-none	LOC728554	LOC728554	gene	0	0
LOC728558	LOC728558	unmapped-none	LOC728558	LOC728558	gene	0	0
LOC728606	LOC728606	unmapped-none	LOC728606	LOC728606	gene	0	0
LOC728613	LOC728613	unmapped-none	LOC728613	LOC728613	gene	0	0
LOC728640	LOC728640	unmapped-none	LOC728640	LOC728640	gene	0	0
LOC728643	LOC728643	unmapped-none	LOC728643	LOC728643	gene	0	0
LOC728716	LOC728716	unmapped-none	LOC728716	LOC728716	gene	0	0
LOC728723	LOC728723	unmapped-none	LOC728723	LOC728723	gene	0	0
LOC728724	LOC728724	unmapped-none	LOC728724	LOC728724	gene	0	0
LOC728730	LOC728730	ENSG00000231312	LOC728730	LOC728730	gene	0	0
LOC728739	LOC728739	unmapped-none	LOC728739	LOC728739	gene	0	0
LOC728743	LOC728743	unmapped-none	LOC728743	LOC728743	gene	0	0
LOC728752	LOC728752	ENSG00000267309	LOC728752	LOC728752	gene	0	0
LOC728758	LOC728758	unmapped-none	LOC728758	LOC728758	gene	0	0
LOC728819	LOC728819	unmapped-none	LOC728819	LOC728819	gene	0	0
LOC728855	LOC728855	unmapped-none	LOC728855	LOC728855	gene	0	0
LOC728875	LOC728875	unmapped-none	LOC728875	LOC728875	gene	0	0
LOC728978	LOC728978	unmapped-none	LOC728978	LOC728978	gene	0	0
LOC728989	LOC728989	unmapped-none	LOC728989	LOC728989	gene	0	0
LOC729013	LOC729013	unmapped-none	LOC729013	LOC729013	gene	0	0
LOC729020	LOC729020	unmapped-none	LOC729020	LOC729020	gene	0	0
LOC729041	LOC729041	unmapped-none	LOC729041	LOC729041	gene	0	0
LOC729059	LOC729059	unmapped-none	LOC729059	LOC729059	gene	0	0
LOC729080	LOC729080	unmapped-none	LOC729080	LOC729080	gene	0	0
LOC729121	LOC729121	unmapped-none	LOC729121	LOC729121	gene	0	0
LOC729156	LOC729156	unmapped-none	LOC729156	LOC729156	gene	0	0
LOC729176	LOC729176	unmapped-none	LOC729176	LOC729176	gene	0	0
LOC729177	LOC729177	unmapped-none	LOC729177	LOC729177	gene	0	0
LOC729178	LOC729178	unmapped-none	LOC729178	LOC729178	gene	0	0
LOC729234	LOC729234	unmapped-none	LOC729234	LOC729234	gene	0	0
LOC729264	LOC729264	unmapped-none	LOC729264	LOC729264	gene	0	0
LOC729444	LOC729444	unmapped-none	LOC729444	LOC729444	gene	0	0
LOC729506	LOC729506	unmapped-none	LOC729506	LOC729506	gene	0	0
LOC729513	LOC729513	unmapped-none	LOC729513	LOC729513	gene	0	0
LOC729603	LOC729603	ENSG00000213073	LOC729603	LOC729603	gene	0	0
LOC729609	LOC729609	unmapped-none	LOC729609	LOC729609	gene	0	0
LOC729668	LOC729668	unmapped-none	LOC729668	LOC729668	gene	0	0
LOC729678	LOC729678	unmapped-none	LOC729678	LOC729678	gene	0	0
LOC729683	LOC729683	unmapped-none	LOC729683	LOC729683	gene	0	0
LOC729737	LOC729737	unmapped-none	LOC729737	LOC729737	gene	0	0
LOC729739	LOC729739	ENSG00000260266	LOC729739	LOC729739	gene	0	0
LOC729799	LOC729799	unmapped-none	LOC729799	LOC729799	gene	0	0
LOC729852	LOC729852	unmapped-none	LOC729852	LOC729852	gene	0	0
LOC729862	LOC729862	unmapped-none	LOC729862	LOC729862	gene	0	0
LOC729911	LOC729911	unmapped-none	LOC729911	LOC729911	gene	0	0
LOC729950	LOC729950	unmapped-none	LOC729950	LOC729950	gene	0	0
LOC729966	LOC729966	ENSG00000105650	LOC729966	LOC729966	gene	0	0
LOC729970	LOC729970	ENSG00000235501	LOC729970	LOC729970	gene	0	0
LOC729987	LOC729987	unmapped-none	LOC729987	LOC729987	gene	0	0
LOC730091	LOC730091	unmapped-none	LOC730091	LOC730091	gene	0	0
LOC730101	LOC730101	unmapped-none	LOC730101	LOC730101	gene	0	0
LOC730102	LOC730102	ENSG00000242193	LOC730102	LOC730102	gene	0	0
LOC730159	LOC730159	ENSG00000232113	LOC730159	LOC730159	gene	0	0
LOC730227	LOC730227	unmapped-none	LOC730227	LOC730227	gene	0	0
LOC730441	LOC730441	unmapped-none	LOC730441	LOC730441	gene	0	0
LOC730668	LOC730668	ENSG00000280424	LOC730668	LOC730668	gene	0	0
LOC730755	LOC730755	unmapped-none	LOC730755	LOC730755	gene	0	0
LOC730811	LOC730811	unmapped-none	LOC730811	LOC730811	gene	0	0
LOC731223	LOC731223	unmapped-none	LOC731223	LOC731223	gene	0	0
LOC731275	LOC731275	unmapped-none	LOC731275	LOC731275	gene	0	0
LOC731424	LOC731424	unmapped-none	LOC731424	LOC731424	gene	0	0
LOC731779	LOC731779	unmapped-none	LOC731779	LOC731779	gene	0	0
LOC731789	LOC731789	unmapped-none	LOC731789	LOC731789	gene	0	0
LOC732275	LOC732275	unmapped-none	LOC732275	LOC732275	gene	0	0
LOC79015	LOC79015	unmapped-none	LOC79015	LOC79015	gene	0	0
LOC80054	LOC80054	unmapped-none	LOC80054	LOC80054	gene	0	0
LOC81691	LOC81691	ENSG00000005189	LOC81691	LOC81691	gene	0	0
LOC84856	LOC84856	unmapped-none	LOC84856	LOC84856	gene	0	0
LOC84931	LOC84931	unmapped-none	LOC84931	LOC84931	gene	0	0
LOC84989	LOC84989	unmapped-none	LOC84989	LOC84989	gene	0	0
LOC90246	LOC90246	unmapped-none	LOC90246	LOC90246	gene	0	0
LOC90499	LOC90499	unmapped-none	LOC90499	LOC90499	gene	0	0
LOC90784	LOC90784	unmapped-none	LOC90784	LOC90784	gene	0	0
LOC90834	LOC90834	unmapped-none	LOC90834	LOC90834	gene	0	0
LOC91149	LOC91149	unmapped-none	LOC91149	LOC91149	gene	0	0
LOC91450	LOC91450	unmapped-none	LOC91450	LOC91450	gene	0	0
LOC91948	LOC91948	unmapped-none	LOC91948	LOC91948	gene	0	0
LOC92249	LOC92249	unmapped-none	LOC92249	LOC92249	gene	0	0
LOC93432	LOC93432	unmapped-none	LOC93432	LOC93432	gene	0	0
LOC93622	LOC93622	unmapped-none	LOC93622	LOC93622	gene	0	0
LOC96610	LOC96610	unmapped-none	LOC96610	LOC96610	gene	0	0
LOH12CR1	LOH12CR1	unmapped-none	LOH12CR1	LOH12CR1	gene	0	0
LOH12CR2	LOH12CR2	ENSG00000281234	LOH12CR2	LOH12CR2	gene	0	0
LONP1	LONP1	ENSG00000196365	LONP1	LONP1	gene	0	0
LONP2	LONP2	ENSG00000102910	LONP2	LONP2	gene	0	0
LONRF1	LONRF1	ENSG00000154359	LONRF1	LONRF1	gene	0	0
LONRF2	LONRF2	ENSG00000170500	LONRF2	LONRF2	gene	0	0
LONRF3	LONRF3	ENSG00000175556	LONRF3	LONRF3	gene	0	0
LOR	LOR	ENSG00000203782	LOR	LOR	gene	0	0
LOX	LOX	ENSG00000113083	LOX	LOX	gene	0	0
LOXHD1	LOXHD1	ENSG00000167210	LOXHD1	LOXHD1	gene	0	0
LOXL1	LOXL1	ENSG00000129038	LOXL1	LOXL1	gene	0	0
LOXL2	LOXL2	ENSG00000134013	LOXL2	LOXL2	gene	0	0
LOXL3	LOXL3	ENSG00000115318	LOXL3	LOXL3	gene	0	0
LOXL4	LOXL4	ENSG00000138131	LOXL4	LOXL4	gene	0	0
LPA	LPA	ENSG00000198670	LPA	LPA	gene	0	0
LPAR1	LPAR1	ENSG00000198121	LPAR1	LPAR1	gene	0	0
LPAR2	LPAR2	ENSG00000064547	LPAR2	LPAR2	gene	0	0
LPAR3	LPAR3	ENSG00000171517	LPAR3	LPAR3	gene	0	0
LPAR4	LPAR4	ENSG00000147145	LPAR4	LPAR4	gene	0	0
LPAR5	LPAR5	ENSG00000184574	LPAR5	LPAR5	gene	0	0
LPAR6	LPAR6	ENSG00000139679	LPAR6	LPAR6	gene	0	0
LPCAT1	LPCAT1	ENSG00000275079	LPCAT1	LPCAT1	gene	0	0
LPCAT2	LPCAT2	ENSG00000087253	LPCAT2	LPCAT2	gene	0	0
LPCAT3	LPCAT3	ENSG00000111684	LPCAT3	LPCAT3	gene	0	0
LPCAT4	LPCAT4	ENSG00000176454	LPCAT4	LPCAT4	gene	0	0
LPGAT1	LPGAT1	ENSG00000123684	LPGAT1	LPGAT1	gene	0	0
LPHN1	LPHN1	unmapped-none	LPHN1	LPHN1	gene	0	0
LPHN2	LPHN2	unmapped-none	LPHN2	LPHN2	gene	0	0
LPHN3	LPHN3	unmapped-none	LPHN3	LPHN3	gene	0	0
LPIN1	LPIN1	ENSG00000134324	LPIN1	LPIN1	gene	0	0
LPIN2	LPIN2	ENSG00000101577	LPIN2	LPIN2	gene	0	0
LPIN3	LPIN3	ENSG00000132793	LPIN3	LPIN3	gene	0	0
LPL	LPL	ENSG00000175445	LPL	LPL	gene	0	0
LPO	LPO	ENSG00000167419	LPO	LPO	gene	0	0
LPP	LPP	ENSG00000145012	LPP	LPP	gene	0	0
LPP-AS2	LPP-AS2	ENSG00000270959	LPP-AS2	LPP-AS2	gene	0	0
LPPR1	LPPR1	unmapped-none	LPPR1	LPPR1	gene	0	0
LPPR2	LPPR2	ENSG00000105520	LPPR2	LPPR2	gene	0	0
LPPR3	LPPR3	unmapped-none	LPPR3	LPPR3	gene	0	0
LPPR4	LPPR4	unmapped-none	LPPR4	LPPR4	gene	0	0
LPPR5	LPPR5	unmapped-none	LPPR5	LPPR5	gene	0	0
LPXN	LPXN	ENSG00000110031	LPXN	LPXN	gene	0	0
LRAT	LRAT	ENSG00000121207	LRAT	LRAT	gene	0	0
LRBA	LRBA	ENSG00000198589	LRBA	LRBA	gene	0	0
LRCH1	LRCH1	ENSG00000136141	LRCH1	LRCH1	gene	0	0
LRCH2	LRCH2	ENSG00000130224	LRCH2	LRCH2	gene	0	0
LRCH3	LRCH3	ENSG00000186001	LRCH3	LRCH3	gene	0	0
LRCH4	LRCH4	ENSG00000077454	LRCH4	LRCH4	gene	0	0
LRFN1	LRFN1	ENSG00000128011	LRFN1	LRFN1	gene	0	0
LRFN2	LRFN2	ENSG00000156564	LRFN2	LRFN2	gene	0	0
LRFN3	LRFN3	ENSG00000126243	LRFN3	LRFN3	gene	0	0
LRFN4	LRFN4	ENSG00000173621	LRFN4	LRFN4	gene	0	0
LRFN5	LRFN5	ENSG00000165379	LRFN5	LRFN5	gene	0	0
LRG1	LRG1	ENSG00000171236	LRG1	LRG1	gene	0	0
LRGUK	LRGUK	ENSG00000155530	LRGUK	LRGUK	gene	0	0
LRIF1	LRIF1	ENSG00000121931	LRIF1	LRIF1	gene	0	0
LRIG1	LRIG1	ENSG00000282243	LRIG1	LRIG1	gene	0	0
LRIG2	LRIG2	ENSG00000198799	LRIG2	LRIG2	gene	0	0
LRIG3	LRIG3	ENSG00000139263	LRIG3	LRIG3	gene	0	0
LRIT1	LRIT1	ENSG00000148602	LRIT1	LRIT1	gene	0	0
LRIT2	LRIT2	ENSG00000204033	LRIT2	LRIT2	gene	0	0
LRIT3	LRIT3	ENSG00000183423	LRIT3	LRIT3	gene	0	0
LRMP	LRMP	ENSG00000118308	LRMP	LRMP	gene	0	0
LRP1	LRP1	ENSG00000123384	LRP1	LRP1	gene	0	0
LRP10	LRP10	ENSG00000197324	LRP10	LRP10	gene	0	0
LRP11	LRP11	ENSG00000120256	LRP11	LRP11	gene	0	0
LRP12	LRP12	ENSG00000147650	LRP12	LRP12	gene	0	0
LRP1B	LRP1B	ENSG00000168702	LRP1B	LRP1B	gene	0	0
LRP2	LRP2	ENSG00000081479	LRP2	LRP2	gene	0	0
LRP2BP	LRP2BP	ENSG00000109771	LRP2BP	LRP2BP	gene	0	0
LRP3	LRP3	ENSG00000130881	LRP3	LRP3	gene	0	0
LRP4	LRP4	ENSG00000134569	LRP4	LRP4	gene	0	0
LRP5	LRP5	ENSG00000162337	LRP5	LRP5	gene	0	0
LRP5L	LRP5L	ENSG00000100068	LRP5L	LRP5L	gene	0	0
LRP6	LRP6	ENSG00000281324	LRP6	LRP6	gene	0	0
LRP8	LRP8	ENSG00000157193	LRP8	LRP8	gene	0	0
LRPAP1	LRPAP1	ENSG00000163956	LRPAP1	LRPAP1	gene	0	0
LRPPRC	LRPPRC	ENSG00000138095	LRPPRC	LRPPRC	gene	0	0
LRR1	LRR1	ENSG00000165501	LRR1	LRR1	gene	0	0
LRRC1	LRRC1	ENSG00000137269	LRRC1	LRRC1	gene	0	0
LRRC10	LRRC10	ENSG00000198812	LRRC10	LRRC10	gene	0	0
LRRC10B	LRRC10B	ENSG00000204950	LRRC10B	LRRC10B	gene	0	0
LRRC14	LRRC14	ENSG00000160959	LRRC14	LRRC14	gene	0	0
LRRC14B	LRRC14B	ENSG00000185028	LRRC14B	LRRC14B	gene	0	0
LRRC15	LRRC15	ENSG00000172061	LRRC15	LRRC15	gene	0	0
LRRC16A	LRRC16A	unmapped-none	LRRC16A	LRRC16A	gene	0	0
LRRC16B	LRRC16B	unmapped-none	LRRC16B	LRRC16B	gene	0	0
LRRC17	LRRC17	ENSG00000128606	LRRC17	LRRC17	gene	0	0
LRRC18	LRRC18	ENSG00000165383	LRRC18	LRRC18	gene	0	0
LRRC19	LRRC19	ENSG00000184434	LRRC19	LRRC19	gene	0	0
LRRC2	LRRC2	ENSG00000163827	LRRC2	LRRC2	gene	0	0
LRRC20	LRRC20	ENSG00000172731	LRRC20	LRRC20	gene	0	0
LRRC23	LRRC23	ENSG00000010626	LRRC23	LRRC23	gene	0	0
LRRC24	LRRC24	ENSG00000254402	LRRC24	LRRC24	gene	0	0
LRRC25	LRRC25	ENSG00000175489	LRRC25	LRRC25	gene	0	0
LRRC26	LRRC26	ENSG00000184709	LRRC26	LRRC26	gene	0	0
LRRC27	LRRC27	ENSG00000148814	LRRC27	LRRC27	gene	0	0
LRRC28	LRRC28	ENSG00000168904	LRRC28	LRRC28	gene	0	0
LRRC29	LRRC29	ENSG00000125122	LRRC29	LRRC29	gene	0	0
LRRC3	LRRC3	ENSG00000160233	LRRC3	LRRC3	gene	0	0
LRRC30	LRRC30	ENSG00000206422	LRRC30	LRRC30	gene	0	0
LRRC31	LRRC31	ENSG00000114248	LRRC31	LRRC31	gene	0	0
LRRC32	LRRC32	ENSG00000137507	LRRC32	LRRC32	gene	0	0
LRRC33	LRRC33	unmapped-none	LRRC33	LRRC33	gene	0	0
LRRC34	LRRC34	ENSG00000171757	LRRC34	LRRC34	gene	0	0
LRRC36	LRRC36	ENSG00000159708	LRRC36	LRRC36	gene	0	0
LRRC37A	LRRC37A	unmapped-many	LRRC37A	LRRC37A	gene	0	0
LRRC37A2	LRRC37A2	unmapped-many	LRRC37A2	LRRC37A2	gene	0	0
LRRC37A3	LRRC37A3	ENSG00000176809	LRRC37A3	LRRC37A3	gene	0	0
LRRC37A4	LRRC37A4	unmapped-none	LRRC37A4	LRRC37A4	gene	0	0
LRRC37B	LRRC37B	ENSG00000185158	LRRC37B	LRRC37B	gene	0	0
LRRC38	LRRC38	ENSG00000162494	LRRC38	LRRC38	gene	0	0
LRRC39	LRRC39	ENSG00000122477	LRRC39	LRRC39	gene	0	0
LRRC3B	LRRC3B	ENSG00000179796	LRRC3B	LRRC3B	gene	0	0
LRRC3C	LRRC3C	ENSG00000204913	LRRC3C	LRRC3C	gene	0	0
LRRC4	LRRC4	ENSG00000128594	LRRC4	LRRC4	gene	0	0
LRRC40	LRRC40	ENSG00000066557	LRRC40	LRRC40	gene	0	0
LRRC41	LRRC41	ENSG00000132128	LRRC41	LRRC41	gene	0	0
LRRC42	LRRC42	ENSG00000116212	LRRC42	LRRC42	gene	0	0
LRRC43	LRRC43	ENSG00000158113	LRRC43	LRRC43	gene	0	0
LRRC45	LRRC45	ENSG00000169683	LRRC45	LRRC45	gene	0	0
LRRC46	LRRC46	ENSG00000141294	LRRC46	LRRC46	gene	0	0
LRRC47	LRRC47	ENSG00000130764	LRRC47	LRRC47	gene	0	0
LRRC48	LRRC48	unmapped-none	LRRC48	LRRC48	gene	0	0
LRRC49	LRRC49	ENSG00000137821	LRRC49	LRRC49	gene	0	0
LRRC4B	LRRC4B	ENSG00000131409	LRRC4B	LRRC4B	gene	0	0
LRRC4C	LRRC4C	ENSG00000148948	LRRC4C	LRRC4C	gene	0	0
LRRC52	LRRC52	ENSG00000162763	LRRC52	LRRC52	gene	0	0
LRRC55	LRRC55	ENSG00000183908	LRRC55	LRRC55	gene	0	0
LRRC56	LRRC56	ENSG00000273831	LRRC56	LRRC56	gene	0	0
LRRC57	LRRC57	ENSG00000180979	LRRC57	LRRC57	gene	0	0
LRRC58	LRRC58	ENSG00000163428	LRRC58	LRRC58	gene	0	0
LRRC59	LRRC59	ENSG00000108829	LRRC59	LRRC59	gene	0	0
LRRC6	LRRC6	ENSG00000129295	LRRC6	LRRC6	gene	0	0
LRRC61	LRRC61	ENSG00000127399	LRRC61	LRRC61	gene	0	0
LRRC66	LRRC66	ENSG00000188993	LRRC66	LRRC66	gene	0	0
LRRC69	LRRC69	ENSG00000214954	LRRC69	LRRC69	gene	0	0
LRRC7	LRRC7	ENSG00000033122	LRRC7	LRRC7	gene	0	0
LRRC70	LRRC70	ENSG00000186105	LRRC70	LRRC70	gene	0	0
LRRC71	LRRC71	ENSG00000160838	LRRC71	LRRC71	gene	0	0
LRRC72	LRRC72	ENSG00000205858	LRRC72	LRRC72	gene	0	0
LRRC73	LRRC73	ENSG00000204052	LRRC73	LRRC73	gene	0	0
LRRC8A	LRRC8A	ENSG00000136802	LRRC8A	LRRC8A	gene	0	0
LRRC8B	LRRC8B	ENSG00000197147	LRRC8B	LRRC8B	gene	0	0
LRRC8C	LRRC8C	ENSG00000171488	LRRC8C	LRRC8C	gene	0	0
LRRC8D	LRRC8D	ENSG00000171492	LRRC8D	LRRC8D	gene	0	0
LRRC8E	LRRC8E	ENSG00000171017	LRRC8E	LRRC8E	gene	0	0
LRRCC1	LRRCC1	ENSG00000133739	LRRCC1	LRRCC1	gene	0	0
LRRD1	LRRD1	ENSG00000240720	LRRD1	LRRD1	gene	0	0
LRRFIP1	LRRFIP1	ENSG00000124831	LRRFIP1	LRRFIP1	gene	0	1
LRRFIP2	LRRFIP2	ENSG00000093167	LRRFIP2	LRRFIP2	gene	0	1
LRRIQ1	LRRIQ1	ENSG00000133640	LRRIQ1	LRRIQ1	gene	0	0
LRRIQ3	LRRIQ3	ENSG00000162620	LRRIQ3	LRRIQ3	gene	0	0
LRRIQ4	LRRIQ4	ENSG00000188306	LRRIQ4	LRRIQ4	gene	0	0
LRRK1	LRRK1	ENSG00000154237	LRRK1	LRRK1	gene	0	0
LRRK2	LRRK2	ENSG00000188906	LRRK2	LRRK2	gene	0	0
LRRN1	LRRN1	ENSG00000175928	LRRN1	LRRN1	gene	0	0
LRRN2	LRRN2	ENSG00000170382	LRRN2	LRRN2	gene	0	0
LRRN3	LRRN3	ENSG00000173114	LRRN3	LRRN3	gene	0	0
LRRN4	LRRN4	ENSG00000125872	LRRN4	LRRN4	gene	0	0
LRRN4CL	LRRN4CL	ENSG00000177363	LRRN4CL	LRRN4CL	gene	0	0
LRRTM1	LRRTM1	ENSG00000162951	LRRTM1	LRRTM1	gene	0	0
LRRTM2	LRRTM2	ENSG00000146006	LRRTM2	LRRTM2	gene	0	0
LRRTM3	LRRTM3	ENSG00000198739	LRRTM3	LRRTM3	gene	0	0
LRRTM4	LRRTM4	ENSG00000176204	LRRTM4	LRRTM4	gene	0	0
LRSAM1	LRSAM1	ENSG00000148356	LRSAM1	LRSAM1	gene	0	0
LRTM1	LRTM1	ENSG00000144771	LRTM1	LRTM1	gene	0	0
LRTM2	LRTM2	ENSG00000166159	LRTM2	LRTM2	gene	0	0
LRTOMT	LRTOMT	ENSG00000184154	LRTOMT	LRTOMT	gene	0	0
LRWD1	LRWD1	ENSG00000161036	LRWD1	LRWD1	gene	0	0
LSAMP	LSAMP	ENSG00000185565	LSAMP	LSAMP	gene	0	0
LSAMP-AS3	LSAMP-AS3	unmapped-none	LSAMP-AS3	LSAMP-AS3	gene	0	0
LSG1	LSG1	ENSG00000041802	LSG1	LSG1	gene	0	0
LSM1	LSM1	ENSG00000175324	LSM1	LSM1	gene	0	0
LSM10	LSM10	ENSG00000181817	LSM10	LSM10	gene	0	0
LSM11	LSM11	ENSG00000155858	LSM11	LSM11	gene	0	0
LSM12	LSM12	ENSG00000161654	LSM12	LSM12	gene	0	0
LSM14A	LSM14A	ENSG00000262860	LSM14A	LSM14A	gene	0	0
LSM14B	LSM14B	ENSG00000149657	LSM14B	LSM14B	gene	0	0
