EX102193_RNA_L8_V1N	EX140477_RNA_L2_V1N	EX150743_RNA_L8_V1N	EX157833_RNA_L8_V1N	EX161328_RNA_L6_V1N	EX169285_RNA_L3_V1N	EX170637_RNA_L2_V1N	EX171518_RNA_L4_V1N	EX172638_RNA_L2_V1N	EX173983_RNA_L2_V1N	EX175931_RNA_L1_V1N	EX176166_RNA_L1_V1N	EX176721_RNA_L7_V1N	EX176795_RNA_L1_V1N	EX177230_RNA_L5_V1N	EX177867_RNA_L8_V1N	EX178108_RNA_L8_V1N	EX178643_RNA_L6_V1N	EX178682_RNA_L4_V1N	EX178815_RNA_L5_V1N	EX178996_RNA_L7_V1N	EX180745_RNA_L2_V1N	EX180995_RNA_L3_V1N	EX181583_RNA_L6_V1N	EX182339_RNA_L4_V1N	EX182678_RNA_L2_V1N	EX185376_RNA_L3_V1N	EX185863_RNA_L6_V1N	EX187488_RNA_L6_V1N	EX142848_RNA_L4_V1N	EX149585_RNA_L7_V1N	EX170045_RNA_L1_V1N	EX171517_RNA_L2_V1N	EX171721_RNA_L3_V1N	EX172587_RNA_L8_V1N	EX172588_RNA_L2_V1N	EX177582_RNA_L6_V1N	EX180922_RNA_L8_V1N	EX183838_RNA_L3_V1N	EX184151_RNA_L1_V1N	EX185255_RNA_L3_V1N	EX186006_RNA_L8_V1N	EX186192_RNA_L7_V1N	EX186931_RNA_L7_V1N	EX187890_RNA_L6_V1N	EX189608_RNA_L7_V1N
g985	-0.753901720508349	-1.20444159427196	0.394987192672437	-0.821290949814468	1.79013863818601	0.53630699103939	1.02887681990984	-0.838555730479633	-1.08226193740397	-1.04165732304557	0.499805795979047	-0.121427491421824	-2.5890749802828	0.251962918786931	0.507489647044105	1.86668987923054	0.627444978422782	0.174656137938049	0.725671299919466	0.365263159106938	0.635218835593051	-1.20750737609149	0.419822948262011	-1.41380761894063	-0.642195308740646	0.121330969660321	0.397741963405751	1.08785550967793	-0.0451501898117444	0.877408802272696	1.00518091152828	0.830582916511577	-0.243777857247998	-1.21621412221569	-0.575611247720078	-1.77510102881944	0.0369822099300209	1.0716346339583	0.266719275599742	0.125615674140182	0.698244321680362	1.42481303805836	-2.14588900440082	-0.49198336826927	-0.405928592914707	0.847331973886959
g986	-1.47970004247108	-0.902352610246194	-1.35548908190467	1.40035970832894	-0.591145570120333	-0.525027897695416	2.30674439850129	-0.237172972728941	-1.30267166474503	1.96927185109283	1.66536395089761	-0.915189822871979	-0.754994759113521	1.56446582506496	0.914659144931663	1.47105753108375	1.63986434446477	0.066320144923697	-0.148927991707427	-0.677031011523347	0.301692977872524	-0.440720743409729	-0.629212660238694	-0.797464149182562	-0.682683360931217	-0.343561583171247	-0.466754750423732	0.346780334396998	-0.931344002283319	1.28874962153622	0.209074159599248	0.432062491542069	-0.226579621343109	-0.307670291834343	1.13056005988712	-0.200032295713065	0.0437710455888758	-0.928160820814633	-0.395524692865358	-0.0783778707161651	-0.400290919732857	0.113949190957799	-0.921954540568674	-1.08065085971428	-0.945291743109969	1.80123155051051
g987	-0.145653981318462	-0.940166378264747	-0.528939500481174	-0.355726484992107	0.73280104452674	-0.62578147912902	0.813268029418152	0.220655233781491	-0.488577465469264	-0.681761243848666	2.48534668847063	-0.450704379965247	-1.25035175563666	0.625759303487998	0.0698022449559284	0.103917693132625	2.0500656002438	0.13363285461959	0.0780581195281239	-0.987972250726042	-0.760270476556424	0.0719009299337152	1.77018004741394	-0.823178934802683	-1.44073677515203	-0.950016702547307	0.915188028163131	-0.521638642498383	0.21470706420342	0.85197354286318	0.0312452933607888	-0.248514766594592	-2.27699368853796	-1.31536985265229	-0.990892580313346	0.152362126225927	-0.425279885719185	1.67195179835636	-0.549419506878503	1.13866320044979	1.9408662362164	0.103699122013653	-1.06693629205014	0.783022241114117	0.236467743588232	0.629348838066489
g988	-1.47568599916761	-1.85731479702855	-1.010854792628	0.137333146428557	0.325361003564875	-1.01519816880342	2.0757264819419	-1.35575648263164	-0.838386959122729	0.131959407203927	2.13021616630558	1.00953199479202	-0.315172405049336	0.036017227535083	1.41949601324788	0.318994785053939	0.510274638289807	-0.87375225144848	-0.319005851412214	-0.0135953541299236	-0.598019431763479	-0.287738073556107	-0.509235999522682	-0.799909493719326	-0.536460041300837	-1.05590012428273	-0.543272247462443	0.960200651254255	-1.23760973880045	0.615209081083093	0.911245264716215	-0.947493657187282	-1.12008649632541	-0.787480140348406	0.271244354364917	0.440110731524663	-0.613874220559614	1.41280955959551	0.268486314865979	2.2912911237791	1.24894886808508	0.40528358878278	-0.814015559073317	0.858427967492173	0.248589815582622	0.899060099834033
g989	-1.45280437384017	0.210169218960844	-1.28270342816649	0.218847375340251	2.17865040441621	-1.56254792468563	1.14916982296438	-0.549491620767965	-1.16525335149398	-0.684204083037825	1.70862896023631	0.578966585967351	-0.542923832149316	-0.508762488756581	2.29423481035492	0.538881203530467	0.202724922566827	-0.59597760348752	0.0880671621413241	0.764241132914952	0.270783240988736	0.00639062151743779	-0.567133391924619	-0.466475741107153	-1.06421800991036	-0.7542968230368	-1.15418215580213	0.0533118158913878	0.435215213666189	-0.703734007943261	-0.692055042513915	0.492694830222421	-0.327790442612602	-1.96392929114532	-0.781708963425708	-0.457724110929378	0.509085389279651	0.68712854256635	1.20168931495158	0.0956665205574094	1.75177090546098	2.16610015544654	-0.452205860358572	0.238391410261936	0.1813219546147	-0.292008967723856
g990	-0.715557900864466	0.341614731491729	0.157028003451939	0.804047542131205	-0.701162085647952	-1.03731953029334	1.01278375915985	-1.05127630183054	-1.4545044151738	-0.196601873035983	0.997422096205842	-0.907936946075389	-1.46248626292744	0.25513753008978	0.711066032246953	2.10217688572223	0.901071773878741	0.182105812000102	1.07229514481101	-0.0162949942233727	-0.0861009670500033	-1.68912312555324	-0.554580153747953	-0.835621457163899	-1.50749865603427	-0.217971884719003	-0.355220369653489	0.266689208172964	0.532406504556687	0.466009976305543	1.07058044594235	1.30162033002776	-1.31243664211338	-0.303343111135007	-1.91555453973596	-0.228230289714727	-1.43494726599911	0.873813871892967	0.644442230533363	1.36851777015387	1.7302610128038	-0.804269179081448	-0.471059419244097	0.171709844185377	1.19428894078836	1.10200792446546
g991	-0.484418013460837	-0.174372575399365	0.616595625492617	-0.73046495792142	1.14631714792031	-0.66231981872746	1.05103958598854	-0.278904902207964	-0.853318748967229	-0.635694531354175	1.64675730502086	-1.27118456993993	-0.371194562556675	0.212943412988411	0.673319852543056	0.197541803065568	1.01360270221121	0.033657354048025	0.913638668528231	1.55827746303502	-1.14388415849183	-0.528702965024418	0.422252255670718	-0.715157874826323	-0.0476399762172641	-0.517804607592997	-0.114490704686877	-1.02553192412559	0.00700837470136592	-0.330379204395495	-0.550404814379336	0.829835195377062	-1.55670844512484	0.0125237304499616	-2.35388198677257	-0.319777694499102	0.256954103919899	1.50558234787339	-2.0820914624127	1.77957894354497	1.21808942542793	-0.243360511912675	-0.826672056176256	1.51069141610789	-0.534261054318945	1.74641540757724
g992	0.16771776856773	0.631462693502864	-0.630088470441617	0.635607320813362	1.04394176625963	-0.0271015441736436	0.703192021996039	-0.103002045627863	-0.783209331193758	-1.81682295960089	-0.170433320650911	-0.230923882378929	-2.05743004520854	1.72222356661235	1.15970202841187	1.016212376722	0.0133447662166213	-0.759712516174359	-0.853192699052299	-0.28852353387998	-0.449121687593483	0.415668638830752	0.0785059772558358	-0.965972135367404	-1.63173680939486	-1.55133807936116	-0.57792989728639	1.03385043181255	-1.08809597370587	2.15443623392213	0.39035293358969	1.25291629239719	0.0686856094111356	-0.479646608849023	-0.639470210850236	-0.0905303671273026	0.211857513083237	1.28657252103636	-0.426806292893761	0.693450368118628	1.71985400438098	-0.556683582978428	-0.767095151690323	-1.62752958472063	1.07380697399971	1.099034923261
g993	-0.820022078737366	-1.61691472049091	0.195804244890874	0.871991685159041	-0.268781802106979	-0.202423426626686	0.30011645955045	-0.60198410468789	-0.796462629577336	0.272064752580408	1.86900557554124	0.163020827764943	-1.3144553112179	-0.0349444634353865	0.950845020565457	-0.560618107094567	1.22902284174601	-1.13606460547589	0.871319486424722	-0.726778528337546	0.285789609942658	0.201103577869322	-0.900951264327731	0.0708806699235006	1.62906934921186	-0.484238191785714	-0.583709476475951	-0.419771630757728	-0.777313797026157	-0.0242650971065772	1.01134931539822	-0.379397744936657	-1.221399869002	0.113953771948453	0.0275130424989908	-1.55481032069828	-0.0307943541908282	2.63184661297575	0.493111080209652	2.13294916960634	1.60976359471866	0.0488804907247614	-1.80680913543077	-1.15629098380953	0.0899538321532733	0.34984663193178
g994	-0.621042597245669	-0.44132597688479	0.389277169754596	0.536894170262839	0.556587100563302	-2.1098497209775	0.798572827218355	-0.0307736867642014	-0.891382449930847	0.190330158036465	1.01940474293946	0.0682384285151925	0.638409618604048	0.437942237637953	0.792218053711356	0.388552180755333	0.252655246265015	-1.59799365992321	-0.00439453246077951	-1.14141519074614	0.0132487082138195	-1.47632669593727	0.660153552299706	-0.225159775068328	-1.14344291848871	-1.97633347361356	1.02618046289769	-1.3971842894135	0.52527797604326	2.14435575453144	-0.133466774692906	1.10140175656617	-0.995365990884632	-0.753326131619874	-0.27171933427514	-0.688381375350321	-1.19944572883917	-0.397334716125287	0.88520041506523	0.451853086530942	2.23666458444384	-0.00900578201208677	0.514452528608002	1.26865257663054	-0.850288385936416	1.45843585109579
g995	-1.03783930980363	-1.42631000957946	0.0576719993926057	2.3937893683825	0.289607060148066	-1.22573188248244	0.469255366266928	-0.404558343434487	-0.0864170168563416	0.0265492983220603	1.78135243141397	-1.75876462909279	-0.910747225961163	1.49706829736946	0.680428824977316	-0.198946328149717	1.87985014030862	-1.03815601745954	0.0286770759336851	-0.368446665965834	-0.0437156000356193	-1.17551190706087	-0.999024924029919	-0.687389573016433	-0.573418434439943	0.532792145331832	0.0267112636728482	0.580879129931838	-0.93110426986261	0.628836046979919	-1.09273817445857	-0.692211559208959	-0.486733615942208	-1.42198080051858	1.27628185251232	0.428508472876634	-0.296651570327565	1.32088641781166	-0.133188437860594	-0.0242966974835845	2.17895467088454	-0.602678895821329	-0.431311241168698	0.395722392520964	0.445708867568139	1.12834200741498
g996	-0.874426605041709	-1.12630001316663	0.0180353048733225	0.981178025429744	-0.30719430837653	-1.73008049338333	0.259119737869844	-0.657499400852342	-1.33458176641391	0.258500831125739	2.05399155416322	0.437943992423776	-1.1856273391121	1.12882871341695	0.956923933925885	0.242002967052692	-0.238706668852142	-1.11885580696116	0.744699882069301	0.45592275805387	0.938721073823294	0.718862016157936	-0.695833300658824	-0.1742739775158	-1.54833185586684	-0.853827244195303	-1.26531652645296	0.545204383860201	0.578475955674295	1.9520819600937	1.77686289583071	-1.62904371961098	-0.677460450716489	0.555406505564399	-0.0558847534779066	-0.0661526382582339	0.507524069024732	1.2172535456888	1.18134523538511	-0.82169384735387	0.839782145180627	0.784153787720914	-1.39927827964422	-0.0346272827467829	-1.29345016788934	-0.0443748278616518
g997	-1.5668100137065	-1.91101147818832	0.676599118330799	1.90757341906106	-0.598654842625837	-0.533113688125328	0.4799115736775	-0.96422795164806	-0.599762807419047	0.211625713952673	1.26554428319841	-0.201860874722826	-1.17666311342865	-0.0994095472651235	0.640323080317712	-0.168662964157965	0.295198413769105	0.382635056139444	1.40376766616859	0.510717202805976	-1.51180417984461	0.831741306700707	-0.0342692813217939	0.321739591809481	-1.1583034848422	-1.68378474113171	0.203257402035579	-0.740391351181712	-0.746036130155836	1.03071286857927	1.42258778137539	-0.486866483252508	-0.836348713693686	-0.313124551411798	-1.34133350701298	0.556939174103085	-0.453990299704784	1.0157879886311	-0.55970952290408	1.46173551196943	1.92162043871375	0.284273728267587	-0.0383704061273683	0.635931445920658	-1.30175480229758	1.566041970643
g998	-0.387588158321059	-1.39291583266072	-0.395797208558434	0.893241206118569	-0.401041000893425	0.113089382608714	0.66379718277149	0.877222642470768	-0.819693615110417	0.245396616109288	1.6371578097477	0.495763883734222	-1.86789531508288	1.10458282997004	1.8188281290419	0.207050299910533	0.747390143193996	0.439738781316467	-0.1116601603133	-0.000642945002788621	-0.424549263845203	0.599659319821914	-1.21882943875381	-0.818159436448805	-1.27012062391497	-0.410197994345085	1.05283026511741	0.0938323727644213	-0.468784301383462	0.395778721514443	0.0189910548070379	0.104050410844502	-2.92709729986763	-0.401557824089712	-1.89139183189186	0.0705566859140545	0.201752550141605	2.2023003226814	-0.445219947094118	0.208859506011829	1.32964963275601	-0.725630367448692	0.761512471876166	1.01873115796932	-0.0583305681425886	-0.864660246044849
g999	-1.1746223882168	-0.252590975826643	0.250358742448134	-0.0867770384868156	0.465404560620882	-1.22857165695219	1.15769387232842	-1.31623052764129	-1.09365437193186	0.243040037744944	1.14388538771356	-0.0996278413822787	-1.44094354708056	-0.382960202739079	1.10091771718413	0.718061032006915	0.471784072171336	-1.38355053629696	1.07752505159145	-0.450789003335009	-0.814202396023896	-0.00312782185939093	-1.34824863545213	-1.05443823079797	0.314303783630525	-1.70570578369114	0.696855071640064	1.11695950873269	-0.407462960099004	0.170526579778757	1.51782560473209	-0.419155801754617	0.686601418564672	0.795622480365213	0.718794826783049	-0.287636821582744	-0.416330340832022	2.01505608282004	0.323931791855907	-0.260534672263433	2.54992953727256	-1.59775564062198	-1.11073002119964	0.752744296668238	-0.562122624672926	0.609948384086792
g1000	0.236799219825439	-1.89453234812687	-0.148412168376408	-0.0183170749285132	0.518553785625305	0.946518093509689	1.09687530941077	-1.5373187265363	-1.11315238813514	-1.34771188891915	0.298318510569122	-2.1735065101026	1.26411209578436	1.49734085715872	-0.279174642591906	0.138471998698462	0.558900415079339	-0.537683727798238	-0.187028775437456	1.60108852868568	0.23552530317808	-0.0667940767212498	-1.77787485114332	-0.479087369602202	0.35200733526724	-1.33093610041037	-0.207663798935107	0.194758691818885	-0.6663274519736	0.674242157684192	0.472341077675701	0.208237646306454	0.24683052162763	-0.761795443077295	0.698645870751291	0.064025946768005	-0.821697299251792	0.420788744339656	-0.0430492448600992	1.80767036378347	0.805911980106191	1.89015387628186	-1.31176872182455	0.126771989350103	-1.19092151096845	1.53986380043497
g1001	-0.488464462235933	-1.4324773554496	0.110689821790012	3.05330875768516	0.519516414560596	-0.469232838796912	2.36384236851723	-0.0551937288517305	-1.73404444490296	-0.734295710872216	1.73204040542165	-0.959270843366404	-0.188576820089578	-0.0707828847029337	0.282636873544043	-0.742987819085722	1.53096265615541	-0.72129389079987	-0.637585938334801	0.54909454863348	0.62278806925823	-0.630731185750723	-1.03249437701374	-0.0405365043001299	0.0740745807382446	-1.96270314159388	-0.614457434179613	-0.58884045687712	0.252166621310324	0.815253110406514	1.08051000710672	-1.08513715547856	-0.827292586593186	-0.441571582311673	-0.458207812557745	-0.553572356468358	0.222769874402507	1.17998384907514	-0.0972030628409516	0.979052636246348	0.636543636570634	-0.667146596280462	-0.393510941102475	0.256316457635193	0.319408494731312	1.04665274704853
g1002	-0.830278480902253	0.184587552172789	-0.226564585111039	0.70095675236811	0.348126651762518	-0.43640336800877	0.867538509219533	-0.811706683180492	-0.255542751900119	-0.428463112865196	1.9668018912195	-0.387695357332552	-0.484795150192952	-0.210382227123887	1.02057332006256	0.701017483320068	1.72137849468666	0.306492001204568	-0.73117515475196	0.788230019092211	-0.00172173851534899	-0.379328710519152	-1.30362219986885	-0.81420885383201	-1.72646169423982	-0.592866711874221	-0.0111567683993071	-1.43220764993043	-1.04189146347583	0.965271784191111	1.9883097295185	-0.596659623107298	-1.92881504750802	-0.679820244931018	-0.672078866555872	0.706690073611301	-1.22709786870897	1.23685702723198	0.0732101988357178	-0.303842027957508	1.76767677685698	1.05324446202117	-1.38212949094539	0.01689325226128	1.18098562164166	1.30207423046004
g1003	0.792359804678593	-1.07119852778599	0.264936165001095	0.00897543714785194	0.419077489924136	-0.838411988028264	2.40694596016708	-0.410746664759853	-2.41436284795157	-1.01081025762744	-0.382417346923902	1.17748241723981	0.728187026875588	1.00173441754533	-0.33830238814657	1.32244737649468	0.674631743494731	-0.249187775735491	0.128392741065372	-0.680651554934895	-0.100678155916617	-0.346533256753955	-0.177050553538181	0.0538701116230809	-1.64528784948509	-0.528506180605188	0.639728400046658	-1.16848838978638	0.88468781133145	1.44388111561585	1.29006062326354	-0.536426448415193	-0.343508959360319	-0.302279125034613	0.224428046918005	0.0939316719979711	-1.85388585282867	0.995780816152717	-1.96545702669995	-0.0783848330037407	-0.830193065029477	-0.50516573714755	1.88984817383461	0.446867760888128	0.206421564570498	0.683258109622122
g1004	-0.949789055183244	-0.432987881802914	-0.735760258196708	1.04591859089077	-0.122105467489382	0.396376451778035	0.746713793225916	0.694123360684758	-1.18345364738518	-1.43995262143132	2.18565549718118	-0.983001319778746	-1.64358070781316	0.361564605384347	-0.926282311260689	0.667362118801398	1.42068773004234	-0.51450651075434	-0.0547125246526948	-0.450137331593928	0.561673749655698	-0.734080842121987	0.90895125041474	-1.76639625816656	-1.2316284603207	-2.24816125133874	0.139341400742882	0.937722899631857	-1.47127321361576	0.736446407426912	1.13567919831088	-0.0668705934544284	-0.745478234452448	-0.682917560754281	-0.428984304660462	0.668812616849855	0.168802691692685	-0.127730707044478	1.44413297294057	0.74699043265576	1.73188774278936	0.0941054847311907	0.903541006806611	-0.00480028813865237	0.674037272835004	0.574064075938049
g1005	-0.62227665511342	-1.37549055538387	0.596888687823972	1.22865988820336	1.07392694393363	-1.44129598693998	0.144364971281679	0.381443834261256	1.32833962967435	-0.405021931997061	1.15361776908107	-0.517817955938133	-0.0339318989352973	-0.219273677364035	1.20612678123353	0.989022130951138	0.679102461758294	-2.79302565035044	1.29163401120855	-0.0739291898775963	0.97717873482971	-0.125821415431022	-1.10420810279884	-1.88844532714498	0.355682322039778	0.489915284379045	-0.074120389467485	-1.53157409673275	0.408163526902244	0.948015200674923	0.30233765170735	0.123945930737269	-0.563810904630795	-0.853985084296726	-1.80118179200901	0.295765860282077	0.612845851655818	0.0177959568552637	-0.773032936304351	-0.83093755286787	1.58195521092645	-1.2542257763734	-0.138009245179115	0.784203691535565	0.549459761095184	0.901024032104682
